"Date","Page title","Sessions","Total users","Average session length (sec)","Bounce rate"
"2025-04-17","Carte Salades restaurant Mamie Bigoude","50","47","21,46","0,06"
"2025-04-17","Carte crêpes restaurant Mamie Bigoude","83","79","31,04","0,05"
"2025-04-17","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","357","328","21,64","0,26"
"2025-04-17","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","2","6,67","0,67"
"2025-04-17","Devenir franchisé Comptoir Mamie Bigoude","15","12","7,67","0,4"
"2025-04-17","Mamie Bigoude Bretonisches Restaurant Bourges","1","1","26","0"
"2025-04-17","Mamie Bigoude Counter - Crêperie i Amboise, Tours, Orléans, Blois","1","1","33","0"
"2025-04-17","Mamie Bigoude Restaurant Galettes Menu","1","1","8","0"
"2025-04-17","Mamie Bigoude Restaurant Menu","1","1","23","0"
"2025-04-17","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","30","0"
"2025-04-17","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","47","0"
"2025-04-17","Restaurant Breton Mamie Bigoude Blois","26","24","17,85","0,15"
"2025-04-17","Restaurant Breton Mamie Bigoude Bourges","38","30","27,21","0,24"
"2025-04-17","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","9","11","0"
"2025-04-17","Restaurant Breton Mamie Bigoude Montluçon","24","20","17,42","0,13"
"2025-04-17","Restaurant Breton Mamie Bigoude Orléans","5","5","41,8","0"
"2025-04-17","Restaurant Breton Mamie Bigoude Poitiers","19","18","16,95","0,11"
"2025-04-17","Restaurant Breton Mamie Bigoude Tours","14","14","29,64","0,07"
"2025-04-17","Ristorante bretone Mamie Bigoude Canet-en-Roussillon","1","1","10","0"
"2025-04-17","Univers Comptoir Mamie Bigoude","42","39","26,6","0,02"
"2025-04-18","Carta de crepes del restaurante Mamie Bigoude","1","1","14","0"
"2025-04-18","Carte Formules restaurant Mamie Bigoude","86","84","37,51","0,09"
"2025-04-18","Carte Galettes restaurant Mamie Bigoude","199","178","38,43","0,13"
"2025-04-18","Carte Salades restaurant Mamie Bigoude","44","37","21,84","0,14"
"2025-04-18","Carte crêpes restaurant Mamie Bigoude","69","65","30,04","0,07"
"2025-04-18","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","368","344","18,7","0,26"
"2025-04-18","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","3","7,33","0"
"2025-04-18","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","4","4","6,5","0"
"2025-04-18","Devenir franchisé Comptoir Mamie Bigoude","9","9","25","0"
"2025-04-18","Formule Etudiante","1","1","3","1"
"2025-04-18","Mamie Bigoude Breton Restaurant in Canet-en-Roussillon","1","1","30","0"
"2025-04-18","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","23,33","0"
"2025-04-18","Mamie Bigoude Restaurant Galettes-menu","1","1","16","0"
"2025-04-18","Mamie Bigoude Restaurant Menu","1","1","12","0"
"2025-04-18","Mamie Bigoude Restaurant Menü","1","1","12","0"
"2025-04-18","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","111","0"
"2025-04-18","Menú del restaurante Mamie Bigoude","1","1","25","0"
"2025-04-18","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","6","5","23,33","0,17"
"2025-04-18","Restaurant Breton Mamie Bigoude Blois","21","17","17,29","0,48"
"2025-04-18","Restaurant Breton Mamie Bigoude Bourges","35","32","24,43","0,29"
"2025-04-18","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","6","5","6,5","0,17"
"2025-04-18","Restaurant Breton Mamie Bigoude Montluçon","23","23","18,7","0,13"
"2025-04-18","Restaurant Breton Mamie Bigoude Orléans","10","10","28,9","0,2"
"2025-04-18","Restaurant Breton Mamie Bigoude Poitiers","12","12","24,42","0,08"
"2025-04-18","Restaurant Breton Mamie Bigoude Tours","20","18","19,2","0,15"
"2025-04-18","Univers Comptoir Mamie Bigoude","33","33","24,24","0,06"
"2025-04-19","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","2","2","15","0"
"2025-04-19","Carta de crepes del restaurante Mamie Bigoude","1","1","15","0"
"2025-04-19","Carte Formules restaurant Mamie Bigoude","120","112","24,64","0,07"
"2025-04-19","Carte Galettes restaurant Mamie Bigoude","237","215","42,14","0,11"
"2025-04-19","Carte Salades restaurant Mamie Bigoude","59","53","23,42","0,1"
"2025-04-19","Carte crêpes restaurant Mamie Bigoude","93","88","29,55","0,05"
"2025-04-19","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","504","451","21,23","0,24"
"2025-04-19","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","6","6","9,5","0,33"
"2025-04-19","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","6","6","17,67","0"
"2025-04-19","Devenir franchisé Comptoir Mamie Bigoude","19","18","27,16","0,05"
"2025-04-19","Mamie Bigoude Contra Universo","1","1","24","0"
"2025-04-19","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","16","0,33"
"2025-04-19","Mamie Bigoude Restaurant Galettes Menu","1","1","25","0"
"2025-04-19","Menu delle galette del ristorante Mamie Bigoude","1","1","21","0"
"2025-04-19","Menú De Galettes Del Restaurante Mamie Bigoude","3","3","100,67","0,33"
"2025-04-19","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","3","3","29,67","0"
"2025-04-19","Restaurant Breton Mamie Bigoude Blois","19","18","16,26","0,11"
"2025-04-19","Restaurant Breton Mamie Bigoude Bourges","69","56","21,96","0,29"
"2025-04-19","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","7","7","19,86","0"
"2025-04-19","Restaurant Breton Mamie Bigoude Montluçon","22","20","12,05","0,18"
"2025-04-19","Restaurant Breton Mamie Bigoude Orléans","18","16","23,5","0,17"
"2025-04-19","Restaurant Breton Mamie Bigoude Poitiers","15","13","40,07","0,13"
"2025-04-19","Restaurant Breton Mamie Bigoude Tours","28","23","29,11","0,14"
"2025-04-19","Univers Comptoir Mamie Bigoude","57","54","27,3","0,05"
"2025-04-20","Carta de crepes del restaurante Mamie Bigoude","1","1","0","0"
"2025-04-20","Carte Formules restaurant Mamie Bigoude","128","122","25,09","0,07"
"2025-04-20","Carte Galettes restaurant Mamie Bigoude","234","212","34,1","0,12"
"2025-04-20","Carte Salades restaurant Mamie Bigoude","49","46","21","0,06"
"2025-04-20","Carte crêpes restaurant Mamie Bigoude","88","82","32,47","0,06"
"2025-04-20","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","2","0"
"2025-04-20","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","472","436","21,48","0,26"
"2025-04-20","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","12","0"
"2025-04-20","Devenir franchisé Comptoir Mamie Bigoude","17","17","40","0,06"
"2025-04-20","Formule Etudiante","1","1","4","1"
"2025-04-20","Mamie Bigoude Breton Restaurant in Orleans","1","1","34","0"
"2025-04-20","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","4","26,25","0"
"2025-04-20","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","2","2","82,5","0"
"2025-04-20","Mamie Bigoude Restaurant Galettes Menu","1","1","20","0"
"2025-04-20","Mamie Bigoude Restaurant Galettes-Menü","2","2","7,5","0"
"2025-04-20","Mamie Bigoude Restaurant Galettes-menu","1","1","64","0"
"2025-04-20","Mamie Bigoude Restaurant Menu","1","1","37","0"
"2025-04-20","Mamie Bigoude restaurant crêpe-menu","1","1","42","0"
"2025-04-20","Menu Formulas restaurant Mamie Bigoude","1","1","71","0"
"2025-04-20","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","79,5","0"
"2025-04-20","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","16","0"
"2025-04-20","Restaurant Breton Mamie Bigoude Blois","36","32","21,86","0,11"
"2025-04-20","Restaurant Breton Mamie Bigoude Bourges","45","34","17,02","0,31"
"2025-04-20","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","9","8,67","0,22"
"2025-04-20","Restaurant Breton Mamie Bigoude Montluçon","28","25","15,79","0,21"
"2025-04-20","Restaurant Breton Mamie Bigoude Orléans","14","12","11,93","0,29"
"2025-04-20","Restaurant Breton Mamie Bigoude Poitiers","16","12","13,19","0,31"
"2025-04-20","Restaurant Breton Mamie Bigoude Tours","26","25","17,88","0,19"
"2025-04-20","Univers Comptoir Mamie Bigoude","59","53","20,98","0,14"
"2025-04-21","Carta de crepes del restaurante Mamie Bigoude","1","1","108","0"
"2025-04-21","Carte Formules restaurant Mamie Bigoude","93","90","25,65","0,14"
"2025-04-21","Carte Galettes restaurant Mamie Bigoude","187","173","42,82","0,09"
"2025-04-21","Carte Salades restaurant Mamie Bigoude","37","31","16,19","0,14"
"2025-04-21","Carte crêpes restaurant Mamie Bigoude","71","64","36,54","0,1"
"2025-04-21","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","1","1","30","0"
"2025-04-21","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","405","373","17,43","0,29"
"2025-04-21","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","2","2","5","0"
"2025-04-21","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","3","19","0"
"2025-04-21","Devenir franchisé Comptoir Mamie Bigoude","16","14","26,94","0,19"
"2025-04-21","Formule Etudiante","1","1","0","1"
"2025-04-21","Mamie Bigoude Breton Restaurant Poitiers","1","1","23","0"
"2025-04-21","Mamie Bigoude Bretons Restaurant Blois","1","1","37","0"
"2025-04-21","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","43,5","0"
"2025-04-21","Mamie Bigoude Restaurant Galettes Menu","1","1","5","0"
"2025-04-21","Mamie Bigoude Restaurant Galettes-menu","1","1","96","0"
"2025-04-21","Menú De Galettes Del Restaurante Mamie Bigoude","2","1","49,5","0"
"2025-04-21","Menú del restaurante Mamie Bigoude","1","1","58","0"
"2025-04-21","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","1","37","0"
"2025-04-21","Restaurant Breton Mamie Bigoude Blois","35","29","15,8","0,2"
"2025-04-21","Restaurant Breton Mamie Bigoude Bourges","66","53","14,95","0,32"
"2025-04-21","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","6","6","26,83","0"
"2025-04-21","Restaurant Breton Mamie Bigoude Montluçon","19","16","13,68","0,26"
"2025-04-21","Restaurant Breton Mamie Bigoude Orléans","13","13","38,62","0,08"
"2025-04-21","Restaurant Breton Mamie Bigoude Poitiers","16","14","12,69","0,13"
"2025-04-21","Restaurant Breton Mamie Bigoude Tours","11","9","22,73","0,18"
"2025-04-21","Restaurante Mamie Bigoude Bretón Poitiers","1","1","131","0"
"2025-04-21","Speisekarte Restaurant Menüs Mamie Bigoude","1","1","23","0"
"2025-04-21","Univers Comptoir Mamie Bigoude","45","43","22,98","0,11"
"2025-04-21","Universe Comptoir Mamie Bigoude","1","1","36","0"
"2025-04-22","Become a Comptoir Mamie Bigoude franchisee","1","1","1","0"
"2025-04-22","Carte Formules restaurant Mamie Bigoude","127","114","22,1","0,17"
"2025-04-22","Carte Galettes restaurant Mamie Bigoude","184","172","44,96","0,11"
"2025-04-22","Carte Salades restaurant Mamie Bigoude","51","49","16,43","0,18"
"2025-04-22","Carte crêpes restaurant Mamie Bigoude","69","66","29,51","0,07"
"2025-04-22","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","106","0"
"2025-04-22","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","357","330","18,94","0,29"
"2025-04-22","Devenir franchisé Comptoir Mamie Bigoude","10","10","32,8","0"
"2025-04-22","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","3","20,5","0"
"2025-04-22","Mamie Bigoude Restaurant Galettes Menu","2","1","0","1"
"2025-04-22","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","79,5","0"
"2025-04-22","Menú de crepes restaurante Mamie Bigoude","1","1","246","0"
"2025-04-22","Menú de fórmulas restaurante Mamie Bigoude","1","1","63","0"
"2025-04-22","Restaurant Breton Mamie Bigoude Blois","35","27","16,31","0,31"
"2025-04-22","Restaurant Breton Mamie Bigoude Bourges","43","40","28,21","0,16"
"2025-04-22","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","6","6","31,67","0"
"2025-04-22","Restaurant Breton Mamie Bigoude Montluçon","11","11","9,55","0,27"
"2025-04-22","Restaurant Breton Mamie Bigoude Orléans","13","12","28,54","0,08"
"2025-04-22","Restaurant Breton Mamie Bigoude Poitiers","12","12","10,58","0,08"
"2025-04-22","Restaurant Breton Mamie Bigoude Tours","20","19","24,1","0,25"
"2025-04-22","Restaurante Breton Mamie Bigoude Blois","1","1","49","0"
"2025-04-22","Restaurante Mamie Bigoude Bretón Poitiers","1","1","22","0"
"2025-04-22","Tarjeta de galettes restaurante Mamie Bigoude","2","1","32,5","0"
"2025-04-22","Univers Comptoir Mamie Bigoude","48","42","28,33","0,15"
"2025-04-23","Carte Formules restaurant Mamie Bigoude","106","104","30,93","0,08"
"2025-04-23","Carte Galettes restaurant Mamie Bigoude","199","183","46,54","0,1"
"2025-04-23","Carte Salades restaurant Mamie Bigoude","53","50","14,17","0,13"
"2025-04-23","Carte crêpes restaurant Mamie Bigoude","75","71","36,68","0,07"
"2025-04-23","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","31","0"
"2025-04-23","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","376","342","20,59","0,34"
"2025-04-23","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","66","0"
"2025-04-23","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","0","0"
"2025-04-23","Comptoir Mamie Bigoude - Блинная в Амбуазе, Тур, Орлеан, Блуа","1","1","0","1"
"2025-04-23","Devenir franchisé Comptoir Mamie Bigoude","19","18","25","0,16"
"2025-04-23","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","4","24","0"
"2025-04-23","Mamie Bigoude Restaurant Galettes Menu","1","1","75","0"
"2025-04-23","Mamie Bigoude Restaurant Menu","1","1","45","0"
"2025-04-23","Mamie Bigoude restaurant crepe menu","1","1","82","0"
"2025-04-23","Menu Formulas restaurant Mamie Bigoude","1","1","36","0"
"2025-04-23","Menù del ristorante Mamie Bigoude","1","1","63","0"
"2025-04-23","Restaurant Breton Mamie Bigoude Blois","35","29","32,06","0,23"
"2025-04-23","Restaurant Breton Mamie Bigoude Bourges","48","43","18,06","0,21"
"2025-04-23","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","8","4","14,25","0,5"
"2025-04-23","Restaurant Breton Mamie Bigoude Montluçon","23","22","37,91","0,09"
"2025-04-23","Restaurant Breton Mamie Bigoude Orléans","9","9","22,44","0"
"2025-04-23","Restaurant Breton Mamie Bigoude Poitiers","22","20","11,73","0,09"
"2025-04-23","Restaurant Breton Mamie Bigoude Tours","18","18","25,94","0,06"
"2025-04-23","Tour del ristorante bretone Mamie Bigoude","1","1","30","0"
"2025-04-23","Univers Comptoir Mamie Bigoude","39","37","26,95","0,05"
"2025-04-24","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","4","4","41,25","0"
"2025-04-24","Carta Ensaladas restaurante Mamie Bigoude","1","1","13","0"
"2025-04-24","Carta de crepes del restaurante Mamie Bigoude","1","1","13","0"
"2025-04-24","Carte Formules restaurant Mamie Bigoude","113","106","29,63","0,12"
"2025-04-24","Carte Galettes restaurant Mamie Bigoude","186","171","34,08","0,1"
"2025-04-24","Carte Salades restaurant Mamie Bigoude","49","46","20,9","0,08"
"2025-04-24","Carte crêpes restaurant Mamie Bigoude","65","61","29,78","0,02"
"2025-04-24","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","320","295","21,22","0,23"
"2025-04-24","Devenir franchisé Comptoir Mamie Bigoude","13","13","30,23","0"
"2025-04-24","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","34","0"
"2025-04-24","Mamie Bigoude Restaurant Galettes Menu","2","2","228,5","0"
"2025-04-24","Mamie Bigoude Restaurant Menu","1","1","127","0"
"2025-04-24","Mamie Bigoude Ristorante bretone Blois","1","1","14","0"
"2025-04-24","Menu delle galette del ristorante Mamie Bigoude","2","2","21,5","0"
"2025-04-24","Menù del ristorante Mamie Bigoude","2","2","12","0"
"2025-04-24","Menù di crêpe del ristorante Mamie Bigoude","2","2","15,5","0"
"2025-04-24","Menù di insalate al ristorante Mamie Bigoude","1","1","17","0"
"2025-04-24","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","24","0"
"2025-04-24","Menú de crepes restaurante Mamie Bigoude","1","1","83","0"
"2025-04-24","Menú de fórmulas restaurante Mamie Bigoude","1","1","112","0"
"2025-04-24","Restaurant Breton Mamie Bigoude Blois","22","18","18,55","0,05"
"2025-04-24","Restaurant Breton Mamie Bigoude Bourges","40","37","19,98","0,3"
"2025-04-24","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","8","8","12,75","0,13"
"2025-04-24","Restaurant Breton Mamie Bigoude Montluçon","27","27","22,26","0,04"
"2025-04-24","Restaurant Breton Mamie Bigoude Orléans","4","4","70,25","0,5"
"2025-04-24","Restaurant Breton Mamie Bigoude Poitiers","17","17","18,47","0,24"
"2025-04-24","Restaurant Breton Mamie Bigoude Tours","22","17","18,05","0,41"
"2025-04-24","Restaurante Breton Mamie Bigoude Blois","1","1","14","0"
"2025-04-24","Speisekarte Restaurant Menüs Mamie Bigoude","1","1","10","1"
"2025-04-24","Tarjeta de galettes restaurante Mamie Bigoude","2","1","59,5","0,5"
"2025-04-24","Univers Comptoir Mamie Bigoude","39","38","24,46","0,05"
"2025-04-25","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","1","1","51","0"
"2025-04-25","Carte Formules restaurant Mamie Bigoude","90","83","26,01","0,09"
"2025-04-25","Carte Galettes restaurant Mamie Bigoude","153","143","38,56","0,1"
"2025-04-25","Carte Salades restaurant Mamie Bigoude","33","31","24,24","0,09"
"2025-04-25","Carte crêpes restaurant Mamie Bigoude","56","53","33,3","0,05"
"2025-04-25","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","3","3","45,33","0"
"2025-04-25","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","354","333","20,34","0,26"
"2025-04-25","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","12","0"
"2025-04-25","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","4","4","8,75","0"
"2025-04-25","Devenir franchisé Comptoir Mamie Bigoude","11","11","52,73","0,18"
"2025-04-25","Mamie Bigoude Bretons Restaurant Bourges","1","1","35","0"
"2025-04-25","Mamie Bigoude ControUniverso","1","1","84","0"
"2025-04-25","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","10,5","0"
"2025-04-25","Mamie Bigoude Counter Universe","1","1","34","0"
"2025-04-25","Menu Formulas restaurant Mamie Bigoude","1","1","20","0"
"2025-04-25","Menu Galettes restaurant Mamie Bigoude","1","1","11","0"
"2025-04-25","Menu delle galette del ristorante Mamie Bigoude","1","1","117","0"
"2025-04-25","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","30","0"
"2025-04-25","Menú del restaurante Mamie Bigoude","1","1","42","0"
"2025-04-25","Monaco 50CL","1","1","1","1"
"2025-04-25","Restaurant Breton Mamie Bigoude Blois","24","20","24,63","0,17"
"2025-04-25","Restaurant Breton Mamie Bigoude Bourges","40","34","20,65","0,15"
"2025-04-25","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","5","5","14,2","0"
"2025-04-25","Restaurant Breton Mamie Bigoude Montluçon","31","27","40,29","0,23"
